NAME,BRAND,QUANTITY,PRICE,PPU,OLDPRICE,OLDPPU,EAN
"HERO Saqueta Bio Banana, Laranja e Pêra 100 g",HERO,,"1,29 €","12,90 €/Kg",,,
ULTRA SUAVE Champô Delicadeza de Aveia 400 ml,ULTRA SUAVE,,"5,59 €","13,98 €/l",,,
PRITT Stick 22g + 11 g,PRITT,,"2,79 €","126,82 €/Kg",,,
PRITT Micro Rolli 2+1,PRITT,,"4,15 €","2,08 €/ud",,,
BABYSMILE Toalhitas com Creme Hidratante 72 Un,BABYSMILE,,"1,76 €","1,76 €/ud",,,
"CERELAC Papa Infantil com Aveia, Manga e Banana Seleção da Natureza 240 g",CERELAC,,"2,62 €","10,92 €/Kg",,,
CERELAC Leite e Cereais Pijama +6 meses 2x200 ml,CERELAC,,"2,17 €","5,43 €/l",,,
GOGO SQUEEZ Fruta Saqueta Morango Maçã 90 g,GOGO SQUEEZ,,"0,79 €","8,78 €/Kg",,,
GOGO SQUEEZ Fruta Saqueta Maçã Banana 4x90 g,GOGO SQUEEZ,,"2,99 €","8,31 €/Kg",,,
GOGO SQUEEZ Fruta Saqueta Morango Maçã 4x90 g,GOGO SQUEEZ,,"2,99 €","8,31 €/Kg",,,
GOGO SQUEEZ Fruta Saqueta Maçã 4X90 g,GOGO SQUEEZ,,"2,99 €","8,31 €/Kg",,,
GOGO SQUEEZ Fruta Saqueta Maçã Banana 90 g,GOGO SQUEEZ,,"0,79 €","8,78 €/Kg",,,
JUNIORSMILE Toalhitas Wc 100 Un,JUNIORSMILE,,"2,49 €","2,49 €/ud",,,
DODOT Toalhitas Pure 3x48 un,DODOT,,"6,49 €","6,49 €/ud",,,
YOGOLINO Alperce Nestlé 4x100 g,YOGOLINO,,"2,89 €","7,23 €/Kg",,,
JOHNSON'S BABY Spray Gotas de Brilho 200 ml,JOHNSON BABY,,"4,39 €","21,95 €/l",,,
JOHNSON'S BABY Condicionador Suave 500 ml,JOHNSON BABY,,"5,59 €","11,18 €/l",,,
JOHNSON'S BABY Champô Penteia Fácil 500 ml,JOHNSON BABY,,"5,59 €","11,18 €/l",,,
JOHNSON'S BABY Óleo Clássico 500 ml,JOHNSON BABY,,"5,59 €","11,18 €/l",,,
JOHNSON'S BABY Champô Camomila 500 ml,JOHNSON BABY,,"5,59 €","11,18 €/l",,,
NESTLÉ Fruta para Bebé Maçã e Pera +4 Meses 4x100 g,NESTL,,"3,29 €","8,23 €/Kg",,,
NESTUM Cereais Chocolate Nestlé 250 g,NESTUM,,"2,49 €","9,96 €/Kg",,,
NESTUM Cereais Bolacha Maria Nestlé 250 g,NESTUM,,"2,49 €","9,96 €/Kg",,,
NESTUM Cereais Integrais Nestlé 250 g,NESTUM,,"2,49 €","9,96 €/Kg",,,
BLÉDINA Frutapura Ameixa e Maçã 4x95 g,BL DINA,,"2,79 €","7,34 €/Kg",,,
DODOT Fraldas Activity Tamanho 6 (+13 Kg) 46 Un,DODOT,,"20,99 €","0,46 €/ud",,,
BLÉDINA Frutapura Maçã e Banana 8x95 g,BL DINA,,"4,89 €","6,43 €/Kg",,,
CERELAC Papa Infantil  Láctea 40% Menos Açúcares 900 g,CERELAC,,"4,99 €","5,54 €/Kg",,,
APTAMIL Leite Em Pó de Transição 3 800 g,APTAMIL,,"16,69 €","20,86 €/Kg",,,
DODOT Pants Activity Extra Tamanho 4 (9-15 kg) 45 Un,DODOT,,"22,99 €","0,51 €/ud",,,
DODOT Pants Activity Extra Tamanho 6 (+15 kg) 37 Un,DODOT,,"22,99 €","0,62 €/ud",,,
CERELAC Papa Infantil Farinha Láctea +6 Meses 900 g,CERELAC,,"4,99 €","5,54 €/Kg",,,
NESTUM Cereais Mel Nestlé 300 g,NESTUM,,"2,59 €","8,63 €/Kg",,,
BABYSMILE Toalhitas Bebé 80 Un,BABYSMILE,,"1,39 €","1,39 €/ud",,,
MIMOSA Cuida Bem 1-3 Anos 1 L,MIMOSA,,"1,79 €","1,79 €/l",,,
DIA BONTÉ Pó de Talco 200 g,DIA BONT,,"1,19 €","5,95 €/Kg",,,
BLÉDINA Puré Fruta Pera 4x95 g,BL DINA,,"2,79 €","7,34 €/Kg",,,
BABYSMILE Escova de Dentes Criança 1 Un,BABYSMILE,,"0,95 €","0,95 €/ud",,,
DODOT Toalhitas Azul Com Tampa 64 Un,DODOT,,"1,50 €","1,50 €/ud",,,
CERELAC Leite e Cereais Bolacha Maria +6 Meses 2x200 ml,CERELAC,,"2,17 €","5,43 €/l",,,
"BABYSMILE Puré de Frutas Maçã, Pêra E Pêssego 2x200 g",BABYSMILE,,"2,05 €","5,12 €/Kg",,,
CERELAC Papa Infantil Não Láctea Bolacha Maria +6 Meses 250 g,CERELAC,,"1,91 €","7,64 €/Kg",,,
"BABYSMILE Tacinhas Banana, Laranja E Bolacha 2x200 g",BABYSMILE,,"2,35 €","5,88 €/Kg",,,
DODOT Fralda Activity Extra T3+ (7-11kg) 60 Un,DODOT,,"13,99 €","0,23 €/ud",,,
NESTLÉ Pacotinho 4 Frutas Para Bebé +6 Meses 90 g,NESTL,,"0,79 €","8,78 €/Kg",,,
JUNIORSMILE Pasta de Dentes Júnior 100 ml,JUNIORSMILE,,"1,25 €","12,50 €/l",,,
DIA Farinha Láctea 1 kg,DIA,,"5,14 €","5,14 €/Kg",,,
CERELAC Primeira Papa Láctea Multifrutos Sem Glúten +4 Meses 250 g,CERELAC,,"2,99 €","11,96 €/Kg",,,
DIA Flocos de Cereais e Mel 750 g,DIA,,"3,39 €","4,52 €/Kg",,,
CERELAC Papa Infantil Não Láctea 8 Cereais e Mel +6 Meses 250 g,CERELAC,,"1,91 €","7,64 €/Kg",,,
CERELAC Papa Infantil Láctea 5 Frutos +6 Meses 250 g,CERELAC,,"2,54 €","10,16 €/Kg",,,
DODOT Toalhitas Básico 54 Un,DODOT,,"1,15 €","1,15 €/ud",,,
BABYSMILE Toalhitas Bebé 3x80 un,BABYSMILE,,"3,45 €","3,45 €/ud",,,
HUGGIES Toalhitas Para as Mãos 56 un,HUGGIES,,"1,09 €","1,09 €/ud",,,
"BLÉDINA Puré Fruta Maçã, Laranja & Banana 4x95 g",BL DINA,,"2,79 €","7,34 €/Kg",,,
NESTLÉ Pacotinho Fruta Para Bebé Multifrutas +6 Meses 90 g,NESTL,,"0,79 €","8,78 €/Kg",,,
BLÉDINA Frutapura Saqueta Banana e Morango 85 g,BL DINA,,"1,04 €","12,24 €/Kg",,,
BLÉDINA Frutapura Saqueta Maçã e Banana 85 g,BL DINA,,"1,04 €","12,24 €/Kg",,,
"BLÉDINA Frutapura Saqueta Maçã, Manga e Laranja 85 g",BL DINA,,"1,04 €","12,24 €/Kg",,,
PENSAL Farinha de Chocolate Nestlé 250 g,PENSAL,,"2,59 €","10,36 €/Kg",,,
BLÉDINA Puré de Fruta Variada Frutapura Pack Poupança 8x95 g,BL DINA,,"4,89 €","6,43 €/Kg",,,
BLÉDINA Bolachinhas 125 g,BL DINA,,"2,69 €","21,52 €/Kg",,,
JUNIORSMILE Toalhitas Mãos E Rosto 20 Un,JUNIORSMILE,,"0,85 €","0,85 €/ud",,,
"BLÉDINA Frutapura Saqueta Maçã, Morango, Banana e Cereja 85 g",BL DINA,,"1,04 €","12,24 €/Kg",,,
GOGO SQUEEZ Fruta Saqueta Maçã 90 g,GOGO SQUEEZ,,"0,79 €","8,78 €/Kg",,,
DODOT Toalhitas Pure 48 Un,DODOT,,"2,29 €","2,29 €/ud",,,
JOHNSON'S BABY Óleo Aloe Vera 500 ml,JOHNSON BABY,,"5,59 €","11,18 €/l",,,
JOHNSON'S BABY Champô Suave 500 ml,JOHNSON BABY,,"5,59 €","11,18 €/l",,,
JOHNSON'S BABY Gel Banho Bons Sonhos 500 ml,JOHNSON BABY,,"5,59 €","11,18 €/l",,,
NESTUM ZERO Cereais de Arroz sem Glúten Nestlé 250 g,NESTUM ZERO,,"2,89 €","11,56 €/Kg",,,
NESTUM GO Pacotinho Cereais E Mel Nestlé 80 g,NESTUM GO,,"0,99 €","12,38 €/Kg",,,
APTAMIL Leite Em Pó de Transição 2 800 g,APTAMIL,,"16,69 €","20,86 €/Kg",,,
JOHNSON'S BABY Spray Penteia Fácil 200 ml,JOHNSON BABY,,"4,39 €","21,95 €/l",,,
HUGGIES Toalhitas Natural Care Recarga 3x56 un,HUGGIES,,"5,99 €","2,00 €/ud",,,
"NESTLÉ Pacotinho de Fruta Banana, Laranja, Bolacha Naturnes 90 g",NESTL,,"0,79 €","8,78 €/Kg",,,
"NESTLÉ Pacotinho de Fruta Banana, Maçã, Morango Naturnes 90 g",NESTL,,"0,79 €","8,78 €/Kg",,,
YOGOLINO Pêssego e Banana com 0% Açúcares Adicionados Nestlé 4x100 g,YOGOLINO,,"2,89 €","7,23 €/Kg",,,
GOGO SQUEEZ Fruta Saqueta Maçã Pêra 90 g,GOGO SQUEEZ,,"0,99 €","11,00 €/Kg",,,
BLÉDINA Papa Não Láctea Arroz 200 g,BL DINA,,"2,26 €","11,30 €/Kg",,,
NESTUM Flocos de Cereis Espelta e Aveira Zero 250 g,NESTUM,,"2,49 €","9,96 €/Kg",,,
BLÉDINA Papa Láctea Bolacha 200 g,BL DINA,,"2,99 €","14,95 €/Kg",,,
CONCENTRA Jogo Mauzão Júnior,CONCENTRA,,"15,99 €","15,99 €/ud",,,
"BLÉDINA Saqueta de Frura Pêra, Banana e Alperce Frutapura 85 g",BL DINA,,"1,04 €","12,24 €/Kg",,,
BLÉDINA Saqueta de Fruta Maçã e Pêra Frutapura 85 g,BL DINA,,"1,04 €","12,24 €/Kg",,,
HUGGIES Toalhitas Pure 3x56 un,HUGGIES,,"5,99 €","2,00 €/ud",,,
ULTRA SUAVE Champô Crianças Delicadeza de Aveia 250 ml,ULTRA SUAVE,,"2,15 €","8,60 €/l",,,
ULTRA SUAVE Gel de Banho Delicadeza de Aveia Crianças 500 ml,ULTRA SUAVE,,"4,99 €","9,98 €/l",,,
CERELAC Farinha de Trigo Não Láctea 600 g,CERELAC,,"3,41 €","5,68 €/Kg",,,
CORINE DE FARME Gel de Banho Extra Suave Flor de Amendoeira Peles Normais 500 ml,CORINE DE FARME,,"6,49 €","12,98 €/l",,,
CORINE DE FARME Leite Hidratante Peles Sensíveis 500 ml,CORINE DE FARME,,"6,49 €","12,98 €/l",,,
BLÉDINA Saqueta de Fruta Maçã e Pêra Frutapura 8x95 g,BL DINA,,"4,89 €","6,43 €/Kg",,,
JOHNSON'S BABY Gel de Banho Cotton Touch 500 ml,JOHNSON BABY,,"5,59 €","11,18 €/l",,,
DODOT Sensitive Fraldas Tamanho 1 (2-5 kg) 44 un,DODOT,,"12,49 €","0,28 €/ud",,,
DODOT Sensitive Fraldas Tamanho 2 (4-8 kg) 39 un,DODOT,,"9,99 €","0,26 €/ud",,,
HERO Bolachinhas Bio Animais 100 g,HERO,,"2,69 €","26,90 €/Kg",,,
YOCO Iogurte Líquido Frutas Variadas 6x90 g,YOCO,,"3,18 €","5,89 €/Kg",,,
YOGGI Iogurte Líquido Morango e Banana Nestlé 4x160 g,YOGGI,,"3,19 €","4,98 €/Kg",,,
JOHNSON'S BABY Champô 2 em 1 500 ml,JOHNSON BABY,,"5,49 €","10,98 €/l",,,
DIA PLANETA BEBÉ Cotonetes Bebé 50 un,DIA PLANETA BEB,,"0,64 €","0,64 €/ud",,,
DIA PLANETA BEBÉ Pants Tamanho L (12-18 kg) 20 un,DIA PLANETA BEB,,"5,49 €","0,27 €/ud",,,
DIA PLANETA BEBÉ Fralda Tamanho 6 (17-28 kg) 28 un,DIA PLANETA BEB,,"5,39 €","0,19 €/ud",,,
DIA PLANETA BEBÉ Pants Tamanho XL (15-25 kg) 18 un,DIA PLANETA BEB XL,,"5,49 €","0,31 €/ud",,,
DIA PLANETA BEBÉ Fralda Tamanho 3 (4-10 kg) 50 un,DIA PLANETA BEB,,"6,79 €","0,14 €/ud",,,
DODOT Fralda Azul Bebé Seco Tamanho 3 (6-10 kg) 62 un,DODOT,,"14,99 €","0,24 €/ud",,,
DODOT Fralda Azul Bebé Seco Tamanho 4 (9-14 kg) 58 un,DODOT,,"14,99 €","0,26 €/ud",,,
DODOT Fralda Azul Bebé Seco Tamanho 5 (11-16 kg) 54 un,DODOT,,"14,99 €","0,28 €/ud",,,
DIA PLANETA BEBÉ Fralda Tamanho 2 (3-6 kg) 40 un,DIA PLANETA BEB,,"5,65 €","0,14 €/ud",,,
DIA PLANETA BEBÉ Fralda Tamanho 4 (9-15 kg) 44 un,DIA PLANETA BEB,,"6,79 €","0,15 €/ud",,,
DODOT Sensitive Fralda Tamanho 3 (6-10 kg) 56 un,DODOT,,"18,99 €","0,34 €/ud",,,
DIA PLANETA BEBÉ Fraldas Swimming Tamanho S (8-15 kg) 6 un,DIA PLANETA BEB,,"2,95 €","0,49 €/ud",,,
DODOT Fralda Sensitive Tamanho 4 (9-14kg) 48 un,DODOT,,"18,99 €","0,40 €/ud",,,
DIA PLANETA BEBÉ Fraldas Swimming Tamanho M (13-20 kg) 6 un,DIA PLANETA BEB,,"2,95 €","0,49 €/ud",,,
DIA PLANETA BEBÉ Fralda Tamanho 5 (13-18 kg) 40 un,DIA PLANETA BEB,,"6,79 €","0,17 €/ud",,,
BLÉDINA Puré de Fruta Banana com Leite de Côco 4x95 g,BL DINA,,"3,59 €","9,45 €/Kg",,,
DIA PLANETA BEBÉ Fralda Tamanho 1 (2-5 kg) 24 un,DIA PLANETA BEB,,"3,59 €","0,15 €/ud",,,
DIA PLANETA JÚNIOR Night Pant Tamanho L (35-50kg) 12 un,DIA PLANETA NIOR,,"9,99 €","0,83 €/ud",,,
DIA PLANETA JÚNIOR Night Pant Tamanho M (15-35kg) 14 un,DIA PLANETA NIOR,,"9,79 €","0,70 €/ud",,,
POM'BEL Puré de Maçã 4x100 g,POM BEL,,"1,95 €","4,87 €/Kg","2,29 €","5,73 €/Kg",
POM'BEL Puré de Maçã e Manga 4x100 g,POM BEL,,"1,95 €","4,87 €/Kg","2,29 €","5,73 €/Kg",
POM'BEL Puré de Maçã e Pêra 4x100 g,POM BEL,,"1,95 €","4,87 €/Kg","2,29 €","5,73 €/Kg",
Garagem de 2 Pisos com 3 Carros,,,"14,49 €","14,49 €/ud",,,
Conjunto de Beleza,,,"13,49 €","13,49 €/ud",,,
NESTLÉ Pacotinho de Fruta Variada 110 g,NESTL,,"0,88 €","8,00 €/Kg",,,
CERELAC Pacotinho To Go Farinha Láctea 110 g,CERELAC,,"1,12 €","10,18 €/Kg",,,
CERELAC Bolachinhas 180 g,CERELAC,,"2,84 €","15,78 €/Kg",,,
DODOT Box XXL Fralda Activity Tamanho 5 (11-15 kg) 126 un,DODOT XXL,,"31,99 €","0,25 €/ud",,,
DODOT Box XXL Fralda Activity Tamanho 6 (+13 kg) 117 un,DODOT XXL,,"31,99 €","0,27 €/ud",,,
DODOT Pure Toalhitas 9x48 un,DODOT,,"13,25 €","13,25 €/ud",,,
DODOT Box XXL Fralda Activity Tamanho 4 (9-14 kg) 144 un,DODOT XXL,,"31,99 €","0,22 €/ud",,,
DODOT Fralda Activity Tamanho 3 (6-10 Kg) 66 un,DODOT,,"20,99 €","0,32 €/ud",,,
NESTUM Flocos de Cereais com Mel 600 g,NESTUM,,"4,64 €","7,73 €/Kg",,,
ORIGENS BIO Cereais Crunchy Kids de Espelta 125 g,ORIGENS BIO,,"2,99 €","23,92 €/Kg",,,
EUROPRICE Livro em Relevo - Aprende as Cores,EUROPRICE,,"5,99 €","5,99 €/ud",,,
EUROPRICE Livro em Relevo - Aprende os Números,EUROPRICE,,"5,99 €","5,99 €/ud",,,
EUROPRICE Livro em Relevo - Aprende as Formas,EUROPRICE,,"5,99 €","5,99 €/ud",,,
EUROPRICE Livro em Relevo - Aprende os Opostos,EUROPRICE,,"5,99 €","5,99 €/ud",,,
SEARA Trigo Puff Expandido Bio 150 g,SEARA,,"1,27 €","8,47 €/Kg",,,
MIMOSA Bebida Láctea Crescimento 1-3 Anos Bolacha Maria 1 L,MIMOSA,,"1,99 €","1,99 €/l",,,
CLEMENTONI Jogo Pocket Conta-me Uma História,CLEMENTONI,,"7,99 €","7,99 €/ud",,,
PRITT Cola Branca,PRITT,,"3,99 €","3,99 €/ud",,,
DIA PLANETA BEBÉ Soro Fisiológico 30x5 ml,DIA PLANETA BEB,,"2,82 €","0,09 €/ud",,,
ORAL-B Pack Escova Elétrica Frozen + Estojo,ORAL,,"23,24 €","23,24 €/ud",,,
DIA PLANETA BEBÉ Colónia Infantil 750 ml,DIA PLANETA BEB,,"6,05 €","8,07 €/l",,,
DIA PLANETA BEBÉ Óleo Corporal de Bebé 500 ml,DIA PLANETA BEB,,"2,74 €","5,48 €/l",,,
DODOT Fralda Bebé Seco Extra Tamanho 5 (12-17 kg) 56 un,DODOT,,"11,69 €","0,21 €/ud",,,
