Nome,Preço,Preço Antigo,PpU,PpU Antigo
CARAVAN Gel Higienizador Para Mãos Morango e Nata 100 ml,"1,99 €",,"19,90 €/l",
CARAVAN Gel Higienizador Para Mãos Melão 100 ml,"1,99 €",,"19,90 €/l",
CARAVAN Gel Higienizador Para Mãos Baunilha 100 ml,"1,99 €",,"19,90 €/l",
DUREX Lubrificante e Gel Massagem 2 em 1 Sensual 200 ml,"10,49 €","14,99 €","52,45 €/l","74,95 €/l"
DETTOL Gel Desinfetante Mãos Antibacteriano 50 ml,"1,99 €",,"39,80 €/l",
FLOWFLEX Kit Teste Rápido Antigénio SARS-COV-2 1 un,"1,79 €",,"1,79 €/ud",
ASPIRINA C 400 mg + 240 mg Comprimido Efervescente 10 un,"4,89 €",,"0,49 €/ud",
CENTRUM Multiviatminico Comprimido 30 un,"12,85 €",,"0,43 €/ud",
CLEARBLUE Teste de Gravidez 1 Minuto 1 un,"10,49 €",,"10,49 €/ud",
IBUPROFENO FARMOZ 200 mg Comprimido Revestido 20 un,"1,99 €",,"0,10 €/ud",
NUROFEN XPRESS 200 mg Cápsula Mole 20 un,"5,99 €",,"0,30 €/ud",
VIBROCIL Actilong 1 mg/ml Solução Para Inalação Por Nebulização 10 ml,"7,15 €",,"715,00 €/l",
VOLTAREN Plast 140 mg Emplastro Medicamentoso 5 un,"13,35 €",,"2,67 €/ud",
BEN-U-RON 500 mg Comprimido 20 un,"2,45 €",,"0,12 €/ud",
BRUFEN 200 mg Comprimido Revestido 20 un,"4,79 €",,"0,24 €/ud",
CANESTEN 10 mg/g Creme 20 g,"4,69 €",,"234,50 €/Kg",
CEGRIPE 500 mg + 1 mg Compromido 20 un,"7,99 €",,"0,40 €/ud",
GRIPONAL 500 mg + 4 mg Comprimido Efervescente 20 un,"8,69 €",,"0,43 €/ud",
ILVICO 250 mg + 3 mg + 10 mg + 36 mg Comprimido Revestido 20 un,"7,24 €",,"0,36 €/ud",
KOMPENSAN Trieffect 340 mg + 30 mg Comprimido Para Chupar 20 un,"4,89 €",,"0,24 €/ud",
"STREPFEN Mel e Limão 8,75 mg Pastilha 16 un","7,09 €",,"0,44 €/ud",
TRIFENE 200 200 mg Comprimido Revestido 20 un,"4,89 €",,"0,24 €/ud",
"STREPSILS Mel e Limão 1,2 mg + 0,6 mg Pastilha 24 un","7,99 €",,"0,33 €/ud",
VITACE Comprimido Efervescente 20 un,"12,39 €",,"0,62 €/ud",
BEPANTHENE PLUS 50 mg/g + 5 mg/g Creme 30 g,"5,14 €",,"171,33 €/Kg",
BISOLTUSSIN Tosse Seca 2 mg/ml Solução Oral 200 ml,"7,99 €",,"39,95 €/l",
"BISOLVON Linctus Criança 0,8 mg/ml Xarope 200 ml","8,05 €",,"40,25 €/l",
"BISOLVON Linctus Adulto 1,6 mg/ml Xarope 200 ml","8,45 €",,"42,25 €/l",
BRUFEN 200 mg Comprimido Revestido 60 un,"8,19 €",,"0,14 €/ud",
"DULCOGOTAS 7,5 ml/ml Gotas Orais Solução 30 ml","5,75 €",,"191,67 €/l",
GINO-CANESTEN 10 mg/g Creme Vaginal 50 g,"6,29 €",,"125,80 €/Kg",
IMODIUM Rapid 2 mg Comprimido Orodispersível 10 un,"7,35 €",,"0,74 €/ud",
BRUFEN Sem Açúcar 20 mg/ml Suspensão Oral 200 ml,"5,79 €",,"28,95 €/l",
CECRISINA 1000 mg Comprimido Efervescente 20 un,"7,49 €",,"0,37 €/ud",
VOLTAREN Emulgelex 20 mg/g Gel 100 g,"13,99 €",,"139,90 €/Kg",
FENISTIL Gel 1 mg/g 30 g,"8,29 €",,"276,33 €/Kg",
BACITRACINA Zimaia 500 U.I./g + 2000 U.I./g Pomada 10 g,"6,89 €",,"689,00 €/Kg",
VOLTAREN Emulgel 10 mg/g Gel 100 g,"12,49 €",,"124,90 €/Kg",
RHINOMER Força 2 Spray Nasal 135 ml,"10,95 €",,"81,11 €/l",
HALIBUT 150 mg/g Pomada 50 g,"6,29 €",,"125,80 €/Kg",
ZYRTEC 10 mg Comprimido Revestido 7 un,"5,45 €",,"0,78 €/ud",
BEPANTHENE 50 mg/g Creme 30 g,"4,84 €",,"161,33 €/Kg",
TELFAST 120 120 mg Comprimido Revestido 10 un,"5,15 €",,"0,52 €/ud",
MICROLAX 450 mg/5 ml + 45 mg/5 ml Solução Retal 6 un,"5,79 €",,"0,97 €/ud",
CENTRUM Homem 50+ Multivitaminico Comprimido 30 un,"22,95 €",,"0,77 €/ud",
FLUIMUCIL 600 mg Comprimido Efervescente 20 un,"7,69 €",,"0,38 €/ud",
GAVISCON Duefet Suspensão Oral em Saquetas 12 un,"7,59 €",,"0,63 €/ud",
BETADINE 100 mg/ml Solução Cutânea 125 ml,"4,99 €",,"39,92 €/l",
AERO-OM 105 mg/ml Emulsão Oral 25 ml,"10,69 €",,"427,60 €/l",
STILNOITE Comprimidos 30 un,"13,64 €",,"0,45 €/ud",
RENNIE Digestif 680 mg + 80 mg Comprimido Para Mastigar 24 un,"3,65 €",,"0,15 €/ud",
BEN-U-RON 40 mg/ml Xarope 150 ml,"5,75 €",,"38,33 €/l",
DIA IMAQE Vaselina Neutra Hidratante 100 g,"2,25 €",,"22,50 €/Kg",
CENTRUM Mulher 50+ Multivitaminico Comprimido 30 un,"22,95 €",,"0,77 €/ud",
DORMIDINA 5 mg Comprimido Revestido 14 un,"11,04 €",,"0,79 €/ud",
"DAGRAGEL 5532 mg/6,5 g Gel Retal 6 un","5,65 €",,"0,94 €/ud",
"NASORHINATIOL 0,05% 15 ml","7,34 €",,"489,33 €/l",
PARANIX Champô de Tratamento + Pente 200 ml,"18,45 €",,"92,25 €/l",
THROMBOCID 15 mg/g Gel 100 g,"10,29 €",,"102,90 €/Kg",
TRANSACT LAT 40 mg Penso Impregnado 10 un,"14,75 €",,"1,48 €/ud",
VALDISPERT 125 mg Comprimido Revestido 50 un,"11,84 €",,"0,24 €/ud",
VOLTAREN Emulgelex 20 mg/g Gel 180 g,"22,49 €",,"124,94 €/Kg",
ZOVIRAX 50 mg/g Creme 2 g,"7,99 €",,"3.995,00 €/Kg",
ZOVIRAX Duo 50 mg/g + 10 mg/g Creme 2 g,"10,65 €",,"5.325,00 €/Kg",
"NORLEVO 1,5 mg Comprimido 1 un","15,59 €",,"15,59 €/ud",
NIDERAN Paracetamol 500 mg Comprimido 20 un,"0,89 €",,"0,89 €/ud",
Álcool Gel 100 ml,"0,75 €",,"7,50 €/l",
Desinfetante para as Mãos em Spray 100 ml,"1,05 €",,"10,50 €/l",
Álcool Gel 500 ml,"1,89 €",,"3,78 €/l",
DUREX Preservativo Extra Seguro 12 un,"7,99 €",,"0,67 €/ud",
DUREX Preservativo Natural 12 un,"9,99 €",,"0,83 €/ud",
